ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET001641,CUST053158,Loan Application Rejected,2024-12-28,2
TICKET001642,CUST052399,KYC Verification Delay,2025-01-11,10
TICKET001643,CUST072707,Account Locked,2025-01-28,3
TICKET001644,CUST083073,Account Locked,2024-08-05,0
TICKET001645,CUST025560,Mobile App Issues,2024-12-25,2
TICKET001646,CUST084232,Account Locked,2024-05-16,3
TICKET001647,CUST040016,Loan Application Rejected,2024-10-20,6
TICKET001648,CUST098530,ATM Withdrawal Failed,2024-09-07,0
TICKET001649,CUST031334,Loan Application Rejected,2024-07-21,10
TICKET001650,CUST021637,Loan Application Rejected,2025-04-13,2
TICKET001651,CUST046874,Incorrect Charges,2025-04-20,5
TICKET001652,CUST009374,Poor Customer Service,2024-09-28,9
TICKET001653,CUST006732,KYC Verification Delay,2025-01-21,10
TICKET001654,CUST099469,Account Locked,2024-08-21,4
TICKET001655,CUST067210,Delayed Refund,2025-01-29,1
TICKET001656,CUST074767,Mobile App Issues,2025-03-16,8
TICKET001657,CUST014141,ATM Withdrawal Failed,2024-12-23,7
TICKET001658,CUST021739,ATM Withdrawal Failed,2024-05-19,9
TICKET001659,CUST065272,Mobile App Issues,2024-09-07,4
TICKET001660,CUST074797,Delayed Refund,2024-12-28,6
TICKET001661,CUST019354,KYC Verification Delay,2024-12-04,10
TICKET001662,CUST018827,ATM Withdrawal Failed,2025-03-21,8
TICKET001663,CUST076596,ATM Withdrawal Failed,2025-03-11,0
TICKET001664,CUST057584,Unauthorized Transaction,2024-08-13,3
TICKET001665,CUST062681,Incorrect Charges,2024-12-23,10
TICKET001666,CUST076292,ATM Withdrawal Failed,2024-06-21,3
TICKET001667,CUST046327,KYC Verification Delay,2024-11-03,7
TICKET001668,CUST078907,Loan Application Rejected,2024-12-08,5
TICKET001669,CUST039511,KYC Verification Delay,2024-12-08,9
TICKET001670,CUST079179,Mobile App Issues,2025-02-16,2
TICKET001671,CUST056115,Poor Customer Service,2024-08-13,0
TICKET001672,CUST063085,Account Locked,2025-03-15,4
TICKET001673,CUST084626,Account Locked,2025-02-14,4
TICKET001674,CUST023333,Mobile App Issues,2024-07-26,8
TICKET001675,CUST010057,Unauthorized Transaction,2025-04-03,0
TICKET001676,CUST078362,Account Locked,2024-12-15,4
TICKET001677,CUST041971,Mobile App Issues,2024-04-24,6
TICKET001678,CUST060834,Delayed Refund,2025-02-02,1
TICKET001679,CUST070766,Unauthorized Transaction,2024-08-04,3
TICKET001680,CUST050137,Card Not Working,2024-06-25,1
TICKET001681,CUST082977,ATM Withdrawal Failed,2024-05-01,8
TICKET001682,CUST098111,Incorrect Charges,2024-09-29,0
TICKET001683,CUST025267,Incorrect Charges,2024-07-17,9
TICKET001684,CUST073151,Card Not Working,2025-02-13,1
TICKET001685,CUST042095,Account Locked,2024-06-07,5
TICKET001686,CUST016754,Loan Application Rejected,2025-01-16,4
TICKET001687,CUST056314,Account Locked,2024-10-30,8
TICKET001688,CUST054483,KYC Verification Delay,2025-01-23,7
TICKET001689,CUST071749,Account Locked,2025-03-24,2
TICKET001690,CUST083239,Incorrect Charges,2024-12-22,6
TICKET001691,CUST023926,Loan Application Rejected,2024-12-11,4
TICKET001692,CUST078560,Card Not Working,2024-06-07,8
TICKET001693,CUST023795,Poor Customer Service,2024-12-04,9
TICKET001694,CUST066894,Loan Application Rejected,2024-11-28,8
TICKET001695,CUST055726,ATM Withdrawal Failed,2024-06-16,4
TICKET001696,CUST079509,Account Locked,2025-02-21,2
TICKET001697,CUST003143,Account Locked,2025-03-05,4
TICKET001698,CUST096058,Card Not Working,2025-03-17,1
TICKET001699,CUST024552,ATM Withdrawal Failed,2024-10-02,2
TICKET001700,CUST057425,Unauthorized Transaction,2024-11-26,0
TICKET001701,CUST077603,Account Locked,2024-07-10,3
TICKET001702,CUST008874,ATM Withdrawal Failed,2025-04-10,3
TICKET001703,CUST066574,Loan Application Rejected,2025-04-20,0
TICKET001704,CUST090577,Delayed Refund,2024-10-19,3
TICKET001705,CUST054360,Mobile App Issues,2024-08-05,2
TICKET001706,CUST020979,Card Not Working,2024-08-30,8
TICKET001707,CUST013304,KYC Verification Delay,2025-01-21,1
TICKET001708,CUST058223,Poor Customer Service,2025-01-29,2
TICKET001709,CUST015662,Mobile App Issues,2024-07-19,10
TICKET001710,CUST008653,Delayed Refund,2024-05-04,2
TICKET001711,CUST030962,Poor Customer Service,2024-11-28,0
TICKET001712,CUST052282,Card Not Working,2024-09-09,7
TICKET001713,CUST000383,Poor Customer Service,2025-02-12,10
TICKET001714,CUST032419,KYC Verification Delay,2024-10-24,6
TICKET001715,CUST069625,ATM Withdrawal Failed,2024-05-24,5
TICKET001716,CUST025775,Incorrect Charges,2024-12-28,9
TICKET001717,CUST065755,Card Not Working,2025-03-11,9
TICKET001718,CUST003362,Delayed Refund,2024-08-20,4
TICKET001719,CUST084930,KYC Verification Delay,2025-04-11,3
TICKET001720,CUST088915,KYC Verification Delay,2025-01-24,4
TICKET001721,CUST035706,Unauthorized Transaction,2024-05-12,8
TICKET001722,CUST024778,ATM Withdrawal Failed,2024-06-14,8
TICKET001723,CUST076512,Card Not Working,2024-09-22,5
TICKET001724,CUST045577,ATM Withdrawal Failed,2024-12-30,3
TICKET001725,CUST093420,KYC Verification Delay,2024-10-29,2
TICKET001726,CUST046877,Card Not Working,2024-10-16,5
TICKET001727,CUST088175,KYC Verification Delay,2024-12-07,3
TICKET001728,CUST076239,Card Not Working,2025-01-09,1
TICKET001729,CUST039238,Card Not Working,2024-10-17,1
TICKET001730,CUST044382,Incorrect Charges,2024-05-13,3
TICKET001731,CUST003287,Account Locked,2024-05-09,8
TICKET001732,CUST086986,Delayed Refund,2025-01-06,0
TICKET001733,CUST025208,Poor Customer Service,2024-05-03,8
TICKET001734,CUST018754,Delayed Refund,2024-05-14,4
TICKET001735,CUST031150,Incorrect Charges,2024-11-15,6
TICKET001736,CUST005334,Account Locked,2024-06-25,5
TICKET001737,CUST010987,KYC Verification Delay,2024-07-31,0
TICKET001738,CUST083141,Unauthorized Transaction,2025-01-20,1
TICKET001739,CUST039893,Incorrect Charges,2024-12-12,9
TICKET001740,CUST099955,Unauthorized Transaction,2024-12-25,10
TICKET001741,CUST009551,Account Locked,2024-11-20,4
TICKET001742,CUST004010,Unauthorized Transaction,2025-03-30,3
TICKET001743,CUST076182,Mobile App Issues,2025-01-12,9
TICKET001744,CUST071868,Loan Application Rejected,2025-03-22,3
TICKET001745,CUST070799,Account Locked,2025-01-04,7
TICKET001746,CUST036815,Incorrect Charges,2024-09-02,7
TICKET001747,CUST051521,ATM Withdrawal Failed,2024-07-10,8
TICKET001748,CUST054012,Loan Application Rejected,2024-12-28,0
TICKET001749,CUST065703,Poor Customer Service,2024-10-14,8
TICKET001750,CUST016715,Card Not Working,2024-12-21,9
TICKET001751,CUST026169,Incorrect Charges,2024-11-26,4
TICKET001752,CUST083280,Mobile App Issues,2024-10-03,4
TICKET001753,CUST009925,Incorrect Charges,2025-02-19,4
TICKET001754,CUST035164,Unauthorized Transaction,2025-03-29,4
TICKET001755,CUST080171,Card Not Working,2024-12-23,8
TICKET001756,CUST048321,Incorrect Charges,2024-11-08,3
TICKET001757,CUST011501,ATM Withdrawal Failed,2024-08-03,1
TICKET001758,CUST029132,Delayed Refund,2024-12-31,1
TICKET001759,CUST011470,Delayed Refund,2025-04-04,10
TICKET001760,CUST057052,Account Locked,2025-01-22,8
TICKET001761,CUST082386,Unauthorized Transaction,2025-02-03,7
TICKET001762,CUST011970,Incorrect Charges,2024-08-04,6
TICKET001763,CUST061521,Poor Customer Service,2025-03-28,10
TICKET001764,CUST040626,Loan Application Rejected,2024-12-19,2
TICKET001765,CUST080699,Account Locked,2025-03-06,4
TICKET001766,CUST095269,Delayed Refund,2024-10-12,4
TICKET001767,CUST096857,Delayed Refund,2024-09-06,1
TICKET001768,CUST019450,Poor Customer Service,2025-03-16,9
TICKET001769,CUST044217,Account Locked,2024-07-29,8
TICKET001770,CUST034644,KYC Verification Delay,2024-10-07,2
TICKET001771,CUST090544,KYC Verification Delay,2024-09-09,8
TICKET001772,CUST076493,Loan Application Rejected,2025-01-21,8
TICKET001773,CUST004895,Card Not Working,2024-04-25,5
TICKET001774,CUST034468,Poor Customer Service,2024-12-19,10
TICKET001775,CUST003504,Delayed Refund,2024-08-10,3
TICKET001776,CUST027597,Delayed Refund,2024-12-20,0
TICKET001777,CUST072311,Card Not Working,2024-06-04,9
TICKET001778,CUST041389,ATM Withdrawal Failed,2024-09-04,8
TICKET001779,CUST067092,Delayed Refund,2025-03-23,5
TICKET001780,CUST010517,Delayed Refund,2024-09-13,9
TICKET001781,CUST055772,Delayed Refund,2024-08-16,8
TICKET001782,CUST005761,Incorrect Charges,2025-03-13,6
TICKET001783,CUST032271,KYC Verification Delay,2024-12-17,1
TICKET001784,CUST083318,Poor Customer Service,2024-12-11,4
TICKET001785,CUST010263,Delayed Refund,2025-01-09,3
TICKET001786,CUST085130,KYC Verification Delay,2024-06-04,4
TICKET001787,CUST095210,Loan Application Rejected,2024-10-30,7
TICKET001788,CUST012935,Mobile App Issues,2024-10-20,0
TICKET001789,CUST092957,Poor Customer Service,2024-09-14,9
TICKET001790,CUST058884,Loan Application Rejected,2025-03-15,6
TICKET001791,CUST040110,Loan Application Rejected,2025-02-17,0
TICKET001792,CUST056198,Account Locked,2024-11-22,4
TICKET001793,CUST081334,Account Locked,2025-03-19,8
TICKET001794,CUST079167,Incorrect Charges,2024-07-03,2
TICKET001795,CUST040115,ATM Withdrawal Failed,2024-10-03,9
TICKET001796,CUST051349,ATM Withdrawal Failed,2025-04-18,10
TICKET001797,CUST083579,Loan Application Rejected,2024-08-25,9
TICKET001798,CUST049602,Mobile App Issues,2025-01-03,3
TICKET001799,CUST061302,ATM Withdrawal Failed,2024-12-16,0
TICKET001800,CUST085428,Card Not Working,2024-05-04,3
TICKET001801,CUST068874,Poor Customer Service,2024-05-10,4
TICKET001802,CUST029029,Incorrect Charges,2024-09-26,1
TICKET001803,CUST006418,Loan Application Rejected,2025-04-12,7
TICKET001804,CUST015107,Delayed Refund,2025-02-18,4
TICKET001805,CUST044354,KYC Verification Delay,2024-07-20,7
TICKET001806,CUST008912,Account Locked,2024-08-16,7
TICKET001807,CUST063343,Loan Application Rejected,2025-04-20,9
TICKET001808,CUST026830,Poor Customer Service,2024-05-12,1
TICKET001809,CUST048807,Delayed Refund,2025-03-22,0
TICKET001810,CUST084954,Mobile App Issues,2024-07-07,3
TICKET001811,CUST039568,Mobile App Issues,2025-03-12,4
TICKET001812,CUST088734,Account Locked,2024-10-21,8
TICKET001813,CUST052910,Account Locked,2024-08-08,8
TICKET001814,CUST022506,Card Not Working,2025-01-29,3
TICKET001815,CUST059214,Loan Application Rejected,2024-06-05,6
TICKET001816,CUST058422,Loan Application Rejected,2025-02-16,8
TICKET001817,CUST070055,Incorrect Charges,2024-12-12,5
TICKET001818,CUST020586,Account Locked,2025-01-19,0
TICKET001819,CUST098771,Incorrect Charges,2024-07-22,1
TICKET001820,CUST044004,Loan Application Rejected,2024-09-17,7
TICKET001821,CUST069696,Incorrect Charges,2024-07-05,8
TICKET001822,CUST092556,Mobile App Issues,2024-07-25,0
TICKET001823,CUST092066,Mobile App Issues,2024-10-21,10
TICKET001824,CUST052339,KYC Verification Delay,2024-12-04,5
TICKET001825,CUST014625,Card Not Working,2025-04-19,8
TICKET001826,CUST007115,Delayed Refund,2025-04-08,1
TICKET001827,CUST054117,KYC Verification Delay,2025-04-19,1
TICKET001828,CUST019277,Account Locked,2025-04-19,9
TICKET001829,CUST014644,Loan Application Rejected,2024-11-27,6
TICKET001830,CUST066480,Loan Application Rejected,2024-08-28,0
TICKET001831,CUST046560,Mobile App Issues,2025-03-25,0
TICKET001832,CUST022137,Incorrect Charges,2024-08-21,8
TICKET001833,CUST034819,Mobile App Issues,2025-02-20,9
TICKET001834,CUST056886,ATM Withdrawal Failed,2025-04-13,2
TICKET001835,CUST054317,KYC Verification Delay,2025-03-27,1
TICKET001836,CUST096878,Mobile App Issues,2024-08-15,1
TICKET001837,CUST031873,Loan Application Rejected,2024-11-15,9
TICKET001838,CUST062541,Loan Application Rejected,2025-01-01,2
TICKET001839,CUST091583,Unauthorized Transaction,2024-08-29,4
TICKET001840,CUST046062,KYC Verification Delay,2024-10-22,1
TICKET001841,CUST095622,Incorrect Charges,2025-04-05,1
TICKET001842,CUST044941,Incorrect Charges,2024-08-14,3
TICKET001843,CUST012554,KYC Verification Delay,2024-09-07,2
TICKET001844,CUST074198,Incorrect Charges,2024-10-13,2
TICKET001845,CUST023530,Loan Application Rejected,2024-07-03,2
TICKET001846,CUST027138,Poor Customer Service,2024-05-19,2
TICKET001847,CUST061806,KYC Verification Delay,2025-02-03,8
TICKET001848,CUST081800,Unauthorized Transaction,2025-02-17,7
TICKET001849,CUST005097,Unauthorized Transaction,2025-03-02,0
TICKET001850,CUST097000,Incorrect Charges,2025-02-28,7
TICKET001851,CUST082222,Incorrect Charges,2024-11-03,2
TICKET001852,CUST060090,Incorrect Charges,2024-05-31,4
TICKET001853,CUST087761,Loan Application Rejected,2024-10-17,6
TICKET001854,CUST072376,Mobile App Issues,2024-10-07,1
TICKET001855,CUST087908,Mobile App Issues,2024-07-15,7
TICKET001856,CUST014852,Account Locked,2025-03-12,4
TICKET001857,CUST000586,KYC Verification Delay,2025-03-23,1
TICKET001858,CUST037665,Unauthorized Transaction,2024-11-17,10
TICKET001859,CUST070212,Mobile App Issues,2024-07-31,9
TICKET001860,CUST004268,ATM Withdrawal Failed,2025-04-20,5
TICKET001861,CUST024385,Delayed Refund,2025-03-23,2
TICKET001862,CUST058563,Mobile App Issues,2024-06-11,2
TICKET001863,CUST058533,Mobile App Issues,2025-02-05,6
TICKET001864,CUST092196,Mobile App Issues,2024-10-24,2
TICKET001865,CUST045097,Incorrect Charges,2025-02-25,4
TICKET001866,CUST010555,KYC Verification Delay,2025-01-25,3
TICKET001867,CUST030226,Delayed Refund,2024-06-09,6
TICKET001868,CUST046263,Incorrect Charges,2024-11-01,7
TICKET001869,CUST031725,ATM Withdrawal Failed,2025-02-01,1
TICKET001870,CUST062327,Mobile App Issues,2024-05-05,0
TICKET001871,CUST052948,Account Locked,2024-06-15,6
TICKET001872,CUST059592,Account Locked,2024-10-24,3
TICKET001873,CUST023256,Account Locked,2024-05-26,1
TICKET001874,CUST007477,Card Not Working,2024-05-26,2
TICKET001875,CUST042879,Mobile App Issues,2024-11-16,1
TICKET001876,CUST042694,Loan Application Rejected,2024-05-05,0
TICKET001877,CUST034502,Card Not Working,2024-12-24,6
TICKET001878,CUST085865,Unauthorized Transaction,2024-10-05,10
TICKET001879,CUST076170,Loan Application Rejected,2024-09-03,3
TICKET001880,CUST092185,KYC Verification Delay,2024-06-23,3
TICKET001881,CUST009744,Incorrect Charges,2024-05-25,0
TICKET001882,CUST073034,ATM Withdrawal Failed,2025-01-13,2
TICKET001883,CUST092399,Poor Customer Service,2024-04-30,10
TICKET001884,CUST083020,KYC Verification Delay,2025-03-09,1
TICKET001885,CUST023931,Loan Application Rejected,2024-04-25,8
TICKET001886,CUST035500,ATM Withdrawal Failed,2025-02-16,10
TICKET001887,CUST061838,Unauthorized Transaction,2024-12-03,0
TICKET001888,CUST096243,Loan Application Rejected,2025-04-06,10
TICKET001889,CUST078096,Account Locked,2024-09-17,2
TICKET001890,CUST039544,ATM Withdrawal Failed,2025-02-02,5
TICKET001891,CUST059135,Incorrect Charges,2025-03-29,2
TICKET001892,CUST070105,Mobile App Issues,2025-01-07,4
TICKET001893,CUST065717,ATM Withdrawal Failed,2024-12-15,5
TICKET001894,CUST012152,Loan Application Rejected,2024-04-23,4
TICKET001895,CUST082706,Unauthorized Transaction,2024-06-01,0
TICKET001896,CUST014176,Delayed Refund,2024-05-12,10
TICKET001897,CUST079697,Unauthorized Transaction,2025-02-28,1
TICKET001898,CUST064604,Card Not Working,2025-01-02,8
TICKET001899,CUST079582,Mobile App Issues,2024-08-31,3
TICKET001900,CUST051194,Account Locked,2025-02-12,10
TICKET001901,CUST057759,Loan Application Rejected,2024-06-04,6
TICKET001902,CUST044171,Loan Application Rejected,2024-12-03,3
TICKET001903,CUST083493,Incorrect Charges,2024-05-01,10
TICKET001904,CUST094842,Poor Customer Service,2025-02-15,6
TICKET001905,CUST051863,Account Locked,2024-12-29,10
TICKET001906,CUST033780,Card Not Working,2024-10-26,5
TICKET001907,CUST005086,Incorrect Charges,2024-11-22,9
TICKET001908,CUST005301,Card Not Working,2025-01-04,0
TICKET001909,CUST064624,Unauthorized Transaction,2024-12-21,8
TICKET001910,CUST018142,Incorrect Charges,2024-11-02,4
TICKET001911,CUST017616,Loan Application Rejected,2025-04-16,10
TICKET001912,CUST053544,KYC Verification Delay,2024-12-14,4
TICKET001913,CUST056947,Mobile App Issues,2024-06-10,3
TICKET001914,CUST066014,Card Not Working,2025-03-14,5
TICKET001915,CUST084836,Account Locked,2024-08-10,0
TICKET001916,CUST063260,Incorrect Charges,2025-03-31,7
TICKET001917,CUST076155,Incorrect Charges,2024-11-21,8
TICKET001918,CUST010805,Account Locked,2025-03-02,5
TICKET001919,CUST094695,Incorrect Charges,2024-09-26,3
TICKET001920,CUST008282,KYC Verification Delay,2024-08-26,10
TICKET001921,CUST009056,Mobile App Issues,2024-11-11,0
TICKET001922,CUST065137,Unauthorized Transaction,2025-03-17,8
TICKET001923,CUST069749,KYC Verification Delay,2024-12-28,5
TICKET001924,CUST069932,Poor Customer Service,2024-06-21,5
TICKET001925,CUST038767,Loan Application Rejected,2025-03-28,1
TICKET001926,CUST078145,Delayed Refund,2025-03-08,6
TICKET001927,CUST085733,ATM Withdrawal Failed,2024-07-13,10
TICKET001928,CUST004032,Card Not Working,2025-01-16,7
TICKET001929,CUST081981,Loan Application Rejected,2024-09-26,4
TICKET001930,CUST042930,Unauthorized Transaction,2025-01-06,5
TICKET001931,CUST090259,Account Locked,2024-09-25,5
TICKET001932,CUST046439,Card Not Working,2025-04-12,8
TICKET001933,CUST097657,Incorrect Charges,2024-10-20,8
TICKET001934,CUST054801,Incorrect Charges,2025-03-08,3
TICKET001935,CUST059805,Card Not Working,2024-07-23,9
TICKET001936,CUST002825,Poor Customer Service,2024-10-18,9
TICKET001937,CUST064279,Incorrect Charges,2024-11-27,0
TICKET001938,CUST041748,Account Locked,2024-07-18,10
TICKET001939,CUST040336,Unauthorized Transaction,2024-12-03,9
TICKET001940,CUST080542,Loan Application Rejected,2025-04-05,0
TICKET001941,CUST018057,ATM Withdrawal Failed,2024-08-24,8
TICKET001942,CUST069467,ATM Withdrawal Failed,2024-08-30,10
TICKET001943,CUST097917,Account Locked,2024-06-03,5
TICKET001944,CUST094144,Poor Customer Service,2025-03-06,5
TICKET001945,CUST077288,ATM Withdrawal Failed,2024-08-23,9
TICKET001946,CUST095735,ATM Withdrawal Failed,2024-09-07,7
TICKET001947,CUST077672,Delayed Refund,2024-05-20,2
TICKET001948,CUST090147,Delayed Refund,2025-04-13,5
TICKET001949,CUST037995,Account Locked,2024-10-11,8
TICKET001950,CUST057790,Mobile App Issues,2024-05-28,4
TICKET001951,CUST070112,Card Not Working,2024-09-09,1
TICKET001952,CUST056689,Account Locked,2025-03-04,6
TICKET001953,CUST094113,Card Not Working,2025-02-05,1
TICKET001954,CUST058161,Mobile App Issues,2024-06-13,1
TICKET001955,CUST070182,KYC Verification Delay,2024-07-31,6
TICKET001956,CUST099159,Incorrect Charges,2024-12-19,4
TICKET001957,CUST004859,Poor Customer Service,2025-02-17,4
TICKET001958,CUST097139,Poor Customer Service,2025-01-08,7
TICKET001959,CUST003301,Incorrect Charges,2024-05-11,5
TICKET001960,CUST066608,Loan Application Rejected,2024-05-29,9
TICKET001961,CUST075805,Mobile App Issues,2025-03-01,0
TICKET001962,CUST023237,Unauthorized Transaction,2024-05-19,5
TICKET001963,CUST003994,ATM Withdrawal Failed,2025-01-07,10
TICKET001964,CUST046555,Account Locked,2024-12-16,2
TICKET001965,CUST088983,KYC Verification Delay,2024-06-19,0
TICKET001966,CUST088697,KYC Verification Delay,2024-12-13,5
TICKET001967,CUST032027,Loan Application Rejected,2024-09-09,4
TICKET001968,CUST033162,Incorrect Charges,2025-03-04,2
TICKET001969,CUST068312,Poor Customer Service,2025-04-14,2
TICKET001970,CUST043904,Account Locked,2024-05-21,8
TICKET001971,CUST015708,Card Not Working,2024-09-05,3
TICKET001972,CUST055680,Mobile App Issues,2024-11-04,5
TICKET001973,CUST009754,Unauthorized Transaction,2025-01-11,10
TICKET001974,CUST063661,Card Not Working,2024-06-10,10
TICKET001975,CUST015938,Account Locked,2025-03-31,8
TICKET001976,CUST044946,Unauthorized Transaction,2025-03-22,6
TICKET001977,CUST054778,ATM Withdrawal Failed,2025-01-12,5
TICKET001978,CUST002491,Incorrect Charges,2025-01-24,1
TICKET001979,CUST079576,Account Locked,2024-07-31,6
TICKET001980,CUST092113,Delayed Refund,2024-08-22,9
TICKET001981,CUST061595,KYC Verification Delay,2024-10-29,9
TICKET001982,CUST073269,Poor Customer Service,2024-12-15,4
TICKET001983,CUST023414,Mobile App Issues,2024-10-21,5
TICKET001984,CUST004879,Card Not Working,2025-01-02,0
TICKET001985,CUST088923,Incorrect Charges,2024-06-09,0
TICKET001986,CUST030221,Mobile App Issues,2024-08-06,8
TICKET001987,CUST057050,Unauthorized Transaction,2024-08-23,0
TICKET001988,CUST019504,Mobile App Issues,2024-06-12,1
TICKET001989,CUST049771,Poor Customer Service,2024-05-12,2
TICKET001990,CUST018454,Unauthorized Transaction,2025-02-25,2
TICKET001991,CUST003669,Incorrect Charges,2024-07-29,0
TICKET001992,CUST001217,Poor Customer Service,2024-11-30,9
TICKET001993,CUST063012,Delayed Refund,2024-08-27,0
TICKET001994,CUST048752,Account Locked,2024-07-01,0
TICKET001995,CUST062794,Delayed Refund,2025-04-15,10
TICKET001996,CUST039534,Unauthorized Transaction,2024-08-22,3
TICKET001997,CUST004631,Unauthorized Transaction,2024-05-07,6
TICKET001998,CUST082951,KYC Verification Delay,2025-02-23,6
TICKET001999,CUST062563,Account Locked,2024-10-15,10
TICKET002000,CUST059243,Incorrect Charges,2024-07-28,2
TICKET002001,CUST039418,Poor Customer Service,2024-11-30,6
TICKET002002,CUST041314,Account Locked,2024-08-20,5
TICKET002003,CUST060554,KYC Verification Delay,2024-04-24,1
TICKET002004,CUST095100,Card Not Working,2024-11-19,5
TICKET002005,CUST085560,Unauthorized Transaction,2025-02-22,0
TICKET002006,CUST069362,Unauthorized Transaction,2024-05-21,1
TICKET002007,CUST039316,Poor Customer Service,2024-11-11,8
TICKET002008,CUST078427,Loan Application Rejected,2024-09-02,8
TICKET002009,CUST041424,Loan Application Rejected,2024-07-19,3
TICKET002010,CUST041436,Delayed Refund,2025-02-06,8
TICKET002011,CUST067298,KYC Verification Delay,2024-04-26,10
TICKET002012,CUST084699,Mobile App Issues,2024-05-22,3
TICKET002013,CUST092340,Poor Customer Service,2025-03-14,10
TICKET002014,CUST077592,ATM Withdrawal Failed,2024-12-16,10
TICKET002015,CUST086954,Unauthorized Transaction,2024-07-28,4
TICKET002016,CUST003331,Mobile App Issues,2025-02-21,10
TICKET002017,CUST003840,Account Locked,2024-07-12,1
TICKET002018,CUST002970,Unauthorized Transaction,2024-07-23,10
TICKET002019,CUST090278,Card Not Working,2024-10-26,2
TICKET002020,CUST037953,Mobile App Issues,2024-12-22,6
TICKET002021,CUST089583,Incorrect Charges,2024-05-27,5
TICKET002022,CUST020373,Account Locked,2025-02-21,0
TICKET002023,CUST075754,KYC Verification Delay,2024-12-24,10
TICKET002024,CUST062860,Poor Customer Service,2024-09-17,0
TICKET002025,CUST072399,Unauthorized Transaction,2025-02-05,2
TICKET002026,CUST041563,Loan Application Rejected,2024-09-06,5
TICKET002027,CUST057008,Mobile App Issues,2024-05-21,6
TICKET002028,CUST025966,Card Not Working,2025-02-17,9
TICKET002029,CUST076364,Poor Customer Service,2024-12-12,5
TICKET002030,CUST005547,Incorrect Charges,2025-04-17,10
TICKET002031,CUST079642,Incorrect Charges,2024-04-26,5
TICKET002032,CUST087338,ATM Withdrawal Failed,2024-09-18,8
TICKET002033,CUST023613,Account Locked,2024-11-15,0
TICKET002034,CUST032390,Delayed Refund,2024-07-13,4
TICKET002035,CUST060237,Incorrect Charges,2024-05-04,10
TICKET002036,CUST041864,KYC Verification Delay,2024-12-27,0
TICKET002037,CUST060986,Loan Application Rejected,2025-01-02,1
TICKET002038,CUST077869,Account Locked,2024-07-09,0
TICKET002039,CUST041057,Loan Application Rejected,2024-07-27,5
TICKET002040,CUST013470,Unauthorized Transaction,2024-09-04,8
TICKET002041,CUST059715,ATM Withdrawal Failed,2024-08-18,8
TICKET002042,CUST037781,Delayed Refund,2024-07-06,3
TICKET002043,CUST054529,KYC Verification Delay,2024-06-10,9
TICKET002044,CUST000366,Card Not Working,2025-02-02,8
TICKET002045,CUST054570,Delayed Refund,2024-08-30,3
TICKET002046,CUST007379,Card Not Working,2024-11-27,3
TICKET002047,CUST061897,Delayed Refund,2024-07-03,10
TICKET002048,CUST028281,Loan Application Rejected,2024-08-28,1
TICKET002049,CUST070890,Loan Application Rejected,2025-02-27,3
TICKET002050,CUST057912,Unauthorized Transaction,2024-05-19,1
TICKET002051,CUST076332,Account Locked,2024-06-20,3
TICKET002052,CUST092088,KYC Verification Delay,2025-01-29,1
TICKET002053,CUST056422,Mobile App Issues,2024-08-28,3
TICKET002054,CUST061858,Unauthorized Transaction,2024-10-06,5
TICKET002055,CUST026668,Incorrect Charges,2024-09-18,0
TICKET002056,CUST015535,Card Not Working,2024-05-20,6
TICKET002057,CUST012545,ATM Withdrawal Failed,2024-11-20,8
TICKET002058,CUST032698,Card Not Working,2025-02-04,10
TICKET002059,CUST014257,Unauthorized Transaction,2025-02-23,4
TICKET002060,CUST000361,Unauthorized Transaction,2025-03-08,9
TICKET002061,CUST018392,Mobile App Issues,2024-08-12,0
TICKET002062,CUST070791,Incorrect Charges,2024-05-28,1
TICKET002063,CUST006472,ATM Withdrawal Failed,2024-07-08,1
TICKET002064,CUST087698,Delayed Refund,2024-06-12,5
TICKET002065,CUST055550,Mobile App Issues,2025-01-16,0
TICKET002066,CUST032278,KYC Verification Delay,2025-02-15,4
TICKET002067,CUST048182,Account Locked,2025-03-10,5
TICKET002068,CUST013843,Incorrect Charges,2024-08-31,4
TICKET002069,CUST012646,Account Locked,2024-11-16,3
TICKET002070,CUST000272,Account Locked,2024-11-26,3
TICKET002071,CUST062134,Unauthorized Transaction,2024-09-23,7
TICKET002072,CUST010917,Incorrect Charges,2024-08-08,7
TICKET002073,CUST036601,Incorrect Charges,2025-03-31,10
TICKET002074,CUST085656,Delayed Refund,2024-10-21,5
TICKET002075,CUST085984,Mobile App Issues,2025-02-15,7
TICKET002076,CUST096501,ATM Withdrawal Failed,2024-05-02,4
TICKET002077,CUST052941,Unauthorized Transaction,2024-08-16,5
TICKET002078,CUST039306,Incorrect Charges,2024-09-26,6
TICKET002079,CUST016291,Delayed Refund,2024-09-12,1
TICKET002080,CUST051500,Delayed Refund,2024-12-06,8
TICKET002081,CUST078740,Unauthorized Transaction,2024-08-02,0
TICKET002082,CUST075985,ATM Withdrawal Failed,2025-02-18,1
TICKET002083,CUST071387,Account Locked,2025-04-17,8
TICKET002084,CUST007138,ATM Withdrawal Failed,2024-07-16,5
TICKET002085,CUST001432,KYC Verification Delay,2024-12-24,8
TICKET002086,CUST049440,Account Locked,2024-05-17,6
TICKET002087,CUST070210,Mobile App Issues,2025-03-07,7
TICKET002088,CUST003413,Mobile App Issues,2024-09-17,7
TICKET002089,CUST016700,Delayed Refund,2024-10-19,2
