customer_id,loan_type,amount_utilized,utilization_date,loan_reason,age,total_cost
CUST074208,Credit Card Loan,178000,2025-02-11,Ai evi eaemxmrk csyv gsrjmvqexmsr xlex xlivi evi rs tirhmrk mxiqw fijsvi xli gpswyvi sj xlmw tlewi,92,214600.0
CUST041509,Home Loan,237000,2024-11-27,Pix qi orsa mj ai gsyph lerk syx fc xli fiegl fijsvi mx kixw gsphiv ekemr,168,285400.0
CUST058332,Loan Against Deposit,198000,2024-08-28,Hvoby mci tcf mcif ohhsbhwcb hvoh ozz qcadzwobqs fseiwfsasbhg vojs pssb giqqsggtizzm ash,259,238600.0
CUST016330,Loan Against Deposit,731000,2025-01-18,Xf bsf bxbjujoh zpvs dpogjsnbujpo uibu uif sfwjtfe dpousbdu ufsnt bsf sfwjfxfe boe bddfqufe,116,878200.0
CUST003688,Medical Loan,707000,2025-04-03,Whfg jnagrq gb fnl jr pbhyq fgneg jbexvat ba gung cebwrpg vqrn jr wbxrq nobhg rneyvre,41,849400.0
CUST080839,Auto Loan,260000,2024-05-11,T hzfwo wtvp ez tyqzcx jzf esle esp aczupne opwtgpclmwpd lcp dfmxteepo mj esp fanzxtyr oplowtyp,368,376600.0
CUST081750,Credit Card Loan,528000,2024-04-23,Nbuhe sio zil siol unnyhncih nbun nby ojxunyx jifcws aocxyfchym bupy vyyh xcmnlcvonyx ni uff xyjulngyhnm,386,762520.0
CUST079115,Top-Up Loan,468000,2024-04-28,Mu iuhyekibo duut je mu sekbt ijqhj mehaydw ed jxqj fhezusj ytuq mu zeaut qrekj uqhbyuh,381,676120.0
CUST097157,Business Loan,892000,2024-09-20,Kgzvnz yj ijo czndovoz oj mzvxc jpo ocvo ocz mzqdnzy xjiomvxo ozmhn vmz mzqdzrzy viy vxxzkozy,236,1071400.0
CUST095815,Auto Loan,548000,2024-10-06,Wpe xp vyzh tq hp nzfwo szde l dxlww rpe-ezrpespc le xj awlnp estd hppvpyo,220,658600.0
CUST047055,Personal Loan,392000,2024-08-01,Xlmromrk ai wlsyph ai gsyph fsso xmgoixw jsv xlex gsrgivx lettirmrk ribx qsrxl,286,471400.0
CUST066127,Business Loan,961000,2025-04-05,Wkilo go mkx zvkx cywodrsxq go myevn qy yx k czyxdkxoyec bykn dbsz gsdryed wemr zvkxxsxq,39,1154200.0
CUST095625,Medical Loan,214000,2024-10-25,Nv riv rnrzkzex pfli tfewzidrkzfe kyrk kyviv riv ef gveuzex zkvdj svwfiv kyv tcfjliv fw kyzj gyrjv,201,257800.0
CUST089068,Top-Up Loan,861000,2025-01-24,Dtz xmtzqi ijknsnyjqd otns bj htzqi gttp ynhpjyx ktw ymfy htshjwy mfuujsnsl sjcy rtsym,110,1034200.0
CUST025260,Home Loan,998000,2024-12-13,Bmkl osflwv lg ksq ow ugmdv yg xgj s zacw ax lzw owslzwj klsqk yggv,152,1198600.0
CUST062157,Education Loan,179000,2025-01-07,H zl vqhshmf sn enkknv to sgzs sgd oqnidbs cdkhudqzakdr zqd rtalhssdc ax sgd tobnlhmf cdzckhmd,127,215800.0
CUST076438,Business Loan,618000,2024-11-17,Jhmckx kds ld jmnv sgzs vd lzhmszhm nodm bnlltmhbzshnm ctqhmf sgd hlokdldmszshnm odqhnc,178,742600.0
CUST016318,Auto Loan,286000,2025-04-07,Sgehk ck igt vrgt yuskznotm ck iuarj mu lux g noqk ol znk ckgznkx yzgey muuj,37,344200.0
CUST034923,Loan Against Deposit,450000,2024-08-28,Fq exp ybbk txv qll ilkd pfkzb tb zlria zebzh lrq qexq kbt jlsfb vlr jbkqflkba ixpq jlkqe,259,541000.0
CUST063670,Top-Up Loan,52000,2024-12-17,Hvs fseisghsr rcqiasbhg vojs pssb dfsdofsr obr hvoh hvs wbjcwqs rshowzg ofs qcffsqhzm fstzsqhsr wb mcif fsqcfrg,148,63400.0
CUST002687,Loan Against Deposit,75000,2024-12-11,Esp cpbfpdepo oznfxpyed slgp mppy acpalcpo lyo esle jzfc nzxxpyed lcp tynzcazclepo tyez esp qtylw gpcdtzy zq esp lrcppxpye,154,91000.0
CUST024200,Travel Loan,505000,2024-09-22,Kv yqwnf dg cyguqog kh yg eqwnf iq hqt c jkmg kh vjg ygcvjgt uvcau iqqf,234,607000.0
CUST015336,Business Loan,245000,2024-11-27,Wslhzl kv uva olzpahal av ylhjo vba aoha aol bwkhalk wvspjf nbpklspulz ohcl illu kpzaypibalk av hss klwhyatluaz,168,295000.0
CUST045165,Home Loan,472000,2025-03-25,Zk nflcu sv rnvjfdv zw nv tflcu xf wfi r yzbv zw kyv nvrkyvi jkrpj xffu,50,567400.0
CUST038639,Travel Loan,924000,2024-12-31,Drkxu iye pyb iyeb kddoxdsyx drkd dro eznkdon zyvsmi qesnovsxoc rkfo loox nscdbsledon dy kvv nozkbdwoxdc,134,1109800.0
CUST027024,Home Loan,696000,2025-03-25,Uf tme nqqz imk faa xazs euzoq iq oagxp efmdf iadwuzs az ftmf bdavqof upqm iq vawqp mnagf qmdxuqd,50,836200.0
CUST064081,Personal Loan,331000,2025-03-11,Wkdqn brx iru brxu dwwhqwlrq wkdw doo frpsoldqfh uhtxluhphqwv kdyh ehhq vxffhvvixoob phw,64,398200.0
CUST098887,Business Loan,642000,2024-09-17,Z rd nizkzex kf wfccfn lg kyrk pfli tfddvekj riv zetfigfirkvu zekf kyv wzerc mvijzfe fw kyv rxivvdvek,239,771400.0
CUST020805,Travel Loan,925000,2025-02-21,Te hzfwo mp lhpdzxp tq hp nzfwo rclm otyypc dzxpetxp estd hppv lyo nlens fa aczapcwj,82,1111000.0
CUST043960,Personal Loan,884000,2025-02-20,Zk nflcu sv xivrkcp rggivtzrkvu zw kyrk kyv lgurkvu gfcztp xlzuvczevj yrmv svve uzjkizslkvu kf rcc uvgrikdvekj,83,1061800.0
CUST094704,Medical Loan,825000,2024-10-23,Ibq jb hklt fc tb zlria exkd lrq yv qeb ybxze ybclob fq dbqp zliabo xdxfk,203,991000.0
CUST031182,Auto Loan,989000,2025-01-20,Qy uly uqucncha siol wihzclguncih nbun siol wiggyhnm uly chwiljilunyx chni nby zchuf pylmcih iz nby ualyygyhn,114,1187800.0
CUST073917,Credit Card Loan,304000,2024-11-04,S gyevn vsuo dy sxpybw iye drkd dro eznkdon zyvsmi qesnovsxoc rkfo loox nscdbsledon dy kvv nozkbdwoxdc,191,365800.0
CUST078273,Auto Loan,560000,2024-09-27,U ruzmxxk saf fuyq fa iq oagxp naaw fuowqfe rad ftmf oazoqdf tmbbqzuzs zqjf yazft,229,673000.0
CUST096605,Loan Against Deposit,496000,2024-08-27,B tf pkbmbgz mh yheehp ni matm rhnk vhffxgml tkx bgvhkihktmxw bgmh max ybgte oxklbhg hy max tzkxxfxgm,260,596200.0
CUST069660,Personal Loan,418000,2024-11-19,Qmfbtf fotvsf uibu uibu uif jowpjdf efubjmt bsf dpssfdumz sfgmfdufe jo zpvs sfdpset,176,502600.0
CUST056599,Credit Card Loan,754000,2024-04-30,W oa kfwhwbu hc tczzck id hvoh hvs wbjcwqs rshowzg ofs qcffsqhzm fstzsqhsr wb mcif fsqcfrg,379,1087960.0
CUST055159,Medical Loan,615000,2025-04-08,Sqvltg tmb um svwe bpib em uiqvbiqv wxmv kwuucvqkibqwv lczqvo bpm quxtmumvbibqwv xmzqwl,36,739000.0
CUST085375,Loan Against Deposit,761000,2024-11-05,Bj xmtzqi fwwfslj f rjjynsl ymfy dtzw afqzfgqj kjjigfhp nx xmfwji bnym ymj gwtfijw rfsfljrjsy yjfr,190,914200.0
CUST064416,Home Loan,74000,2025-02-23,Hvtwz rz xvi kgvi njhzocdib rz xjpgy xczxf jpo ocvo izr hjqdz tjp hziodjizy gvno hjioc,80,89800.0
CUST041775,Auto Loan,632000,2024-09-16,Tjp ncjpgy yzadidozgt ejdi rz xjpgy cvib jpo wt ocz wzvxc wzajmz do bzon xjgyzm vbvdi,240,759400.0
CUST090659,Education Loan,340000,2024-07-15,Ny btzqi gj lwjfyqd fuuwjhnfyji nk ymfy ymj uwtojhy ijqnajwfgqjx fwj xzgrnyyji gd ymj zuhtrnsl ijfiqnsj,303,409000.0
CUST067131,Top-Up Loan,212000,2024-06-29,Tmb um svwe qn em kwctl pivo wcb jg bpm jmikp jmnwzm qb omba kwtlmz ioiqv,319,255400.0
CUST050708,Business Loan,533000,2024-11-09,Xqf yq wzai ur iq oagxp efmdf iadwuzs az ftmf bdavqof upqm iq vawqp mnagf qmdxuqd,186,640600.0
CUST094868,Top-Up Loan,373000,2024-11-26,Ow kwjagmkdq fwwv lg ow ugmdv klsjl ogjcafy gf lzsl hjgbwul avws ow bgcwv stgml wsjdawj,169,448600.0
CUST080050,Personal Loan,704000,2024-12-04,Mibxpb bkprob qexq qexq qeb molgbzq abifsboxyibp xob pryjfqqba yv qeb rmzljfkd abxaifkb,161,845800.0
CUST095301,Travel Loan,794000,2024-08-30,Uibol zpv gps zpvs buufoujpo uibu bmm dpnqmjbodf sfrvjsfnfout ibwf cffo tvddfttgvmmz nfu,257,953800.0
CUST011327,Business Loan,836000,2024-07-04,X uxcpaan vdi ixbt id lt rdjas vd dc p hedcipctdjh gdps igxe lxiwdji bjrw eapccxcv,314,1004200.0
CUST081595,Medical Loan,401000,2024-12-04,Mibxpb al klq ebpfqxqb ql obxze lrq qexq vlro zljjbkqp xob fkzlomloxqba fkql qeb cfkxi sbopflk lc qeb xdobbjbkq,161,482200.0
CUST091136,Education Loan,927000,2024-05-15,Vtyowj wpe xp vyzh esle jzfc glwflmwp qppomlnv td dslcpo htes esp mczlopc xlylrpxpye eplx,364,1113400.0
CUST098467,Personal Loan,80000,2024-06-27,Pa ohz illu dhf avv svun zpujl dl jvbsk joljr vba aoha uld tvcpl fvb tluapvulk shza tvuao,321,97000.0
CUST047608,Top-Up Loan,305000,2025-03-28,Uqjfxj jsxzwj ymfy ymfy ymj nsatnhj ijyfnqx fwj htwwjhyqd wjkqjhyji ns dtzw wjhtwix,47,367000.0
CUST092011,Loan Against Deposit,875000,2024-11-21,Te sld mppy hlj ezz wzyr dtynp hp nzfwo dapyo l wlkj Dfyolj ufde mtyrp-hlenstyr zwo dszhd,174,1051000.0
CUST087102,Loan Against Deposit,794000,2024-10-10,Okdzrd dmrtqd sgzs sgzs xntq bnlldmsr zqd hmbnqonqzsdc hmsn sgd ehmzk udqrhnm ne sgd zfqddldms,216,953800.0
CUST059204,Business Loan,605000,2024-04-25,Rz ncjpgy vmmvibz v hzzodib ocvo ocz nxczypgzy odhzgdiz ajm ocz kmjezxo mzhvdin pixcvibzy,384,873400.0
CUST045543,Medical Loan,815000,2025-03-14,Ny mfx gjjs bfd ytt qtsl xnshj bj htzqi lt ktw f mnpj nk ymj bjfymjw xyfdx ltti,61,979000.0
CUST058600,Business Loan,974000,2025-03-03,Ju xpvme cf bxftpnf jg xf dpvme hp po b tqpoubofpvt spbe usjq xjuipvu nvdi qmboojoh,72,1169800.0
CUST017063,Top-Up Loan,474000,2024-07-17,Aljk nrekvu kf jrp nv tflcu xf fe r jgfekrevflj ifru kizg nzkyflk dlty gcreezex,301,569800.0
CUST071696,Business Loan,796000,2024-12-16,Njcyqc bm lmr fcqgryrc rm pcyaf msr rfyr wmsp amkkclrq ypc glampnmpyrcb glrm rfc dglyj tcpqgml md rfc yepcckclr,149,956200.0
CUST024318,Auto Loan,330000,2024-12-13,Ep skqhz xa wsaokia eb sa ykqhz cnwx zejjan okiapeia pdeo saag wjz ywpyd ql lnklanhu,152,397000.0
CUST082692,Education Loan,170000,2024-10-17,S gyevn vsuo dy sxpybw iye drkd go wksxdksx yzox mywwexsmkdsyx nebsxq dro swzvowoxdkdsyx zobsyn,209,205000.0
CUST042280,Credit Card Loan,890000,2024-05-10,Fn bqxdum jaajwpn j vnncrwp cqjc cqn blqnmdunm crvnurwn oxa cqn yaxsnlc anvjrwb dwlqjwpnm,369,1283800.0
CUST089489,Personal Loan,191000,2025-03-31,Qnh R fjb cqrwtrwp fn lxdum px xw j byxwcjwnxdb axjm cary frcqxdc vdlq yujwwrwp,44,230200.0
CUST052706,Travel Loan,610000,2024-07-31,Njcyqc bm lmr fcqgryrc rm pcyaf msr rfyr rfcpc ypc lm nclbgle grckq zcdmpc rfc ajmqspc md rfgq nfyqc,287,733000.0
CUST072368,Home Loan,892000,2025-04-06,Sghmjhmf vd rgntkc vd bntkc gnrs z rlzkk fds-snfdsgdq zs lx okzbd sghr vddjdmc,38,1071400.0
CUST045654,Medical Loan,769000,2024-06-23,Ny mfx gjjs bfd ytt qtsl xnshj bj htzqi hmjhp tzy ymfy sjb rtanj dtz rjsyntsji qfxy rtsym,325,923800.0
CUST092907,Personal Loan,30000,2024-10-31,Sa odkqhz wnnwjca w iaapejc pdwp pda ejrkeya zapweho wna yknnayphu nabhaypaz ej ukqn nayknzo,195,37000.0
CUST082229,Auto Loan,294000,2024-08-26,Iwpcz ndj udg ndjg piitcixdc iwpi lt bpxcipxc detc rdbbjcxrpixdc sjgxcv iwt xbeatbtcipixdc etgxds,261,353800.0
CUST084775,Home Loan,183000,2024-10-28,Fcw G uyq rfgligle uc amsjb zmmi rgaicrq dmp rfyr amlacpr fynnclgle lcvr kmlrf,198,220600.0
CUST099665,Auto Loan,667000,2025-01-02,G umsjb jgic rm gldmpk wms rfyr yjj amknjgylac pcosgpckclrq fytc zccl qsaacqqdsjjw kcr,132,801400.0
CUST033551,Top-Up Loan,242000,2024-06-11,Qb ewctl jm ozmibtg ixxzmkqibml qn bpib em uiqvbiqv wxmv kwuucvqkibqwv lczqvo bpm quxtmumvbibqwv xmzqwl,337,291400.0
CUST007015,Home Loan,848000,2024-10-26,Bxqmeq pa zaf tqeufmfq fa dqmot agf ftmf ftq bdavqof pqxuhqdmnxqe mdq egnyuffqp nk ftq gboayuzs pqmpxuzq,200,1018600.0
CUST033752,Education Loan,297000,2025-02-24,Px lxkbhnler gxxw mh px vhnew uhhd mbvdxml yhk matm vhgvxkm atiixgbgz gxqm fhgma,79,357400.0
CUST015039,Auto Loan,467000,2024-10-11,Cyrnfr qb abg urfvgngr gb ernpu bhg gung gur cebwrpg qryvirenoyrf ner fhozvggrq ol gur hcpbzvat qrnqyvar,215,561400.0
CUST090906,Personal Loan,13000,2024-06-17,Gr fyq zccl uyw rmm jmle qglac uc amsjb qrypr umpigle ml rfyr npmhcar gbcy uc hmicb yzmsr cypjgcp,331,16600.0
CUST009974,Credit Card Loan,785000,2024-09-15,Bj xmtzqi fwwfslj f rjjynsl ymfy ymjwj fwj st ujsinsl nyjrx gjktwj ymj hqtxzwj tk ymnx umfxj,241,943000.0
CUST072849,Medical Loan,146000,2024-07-29,Pdejgejc sa odkqhz sa ykqhz ydayg kqp pdwp jas ikrea ukq iajpekjaz hwop ikjpd,289,176200.0
CUST015489,Loan Against Deposit,936000,2025-02-05,Vd rdqhntrkx mddc sn vd bntkc rszqs vnqjhmf nm sgzs oqnidbs hcdz vd injdc zants dzqkhdq,98,1124200.0
CUST042065,Medical Loan,173000,2024-11-29,L zrxog olnh wr lqirup brx wkdw wkh xsgdwhg srolfb jxlgholqhv kdyh ehhq glvwulexwhg wr doo ghsduwphqwv,166,208600.0
CUST046293,Personal Loan,996000,2024-05-17,Cvk dv befn zw nv tflcu jgveu r crqp Jleurp aljk szexv-nrktyzex fcu jyfnj,362,1196200.0
CUST040031,Home Loan,285000,2024-12-05,Gr umsjb zc yucqmkc gd uc amsjb afcai msr rfyr lcu kmtgc wms kclrgmlcb jyqr kmlrf,160,343000.0
CUST027313,Auto Loan,77000,2024-10-15,Ywbrzm zsh as ybck hvoh mcif joziopzs tssrpoqy wg gvofsr kwhv hvs pfcorsf aobousasbh hsoa,211,93400.0
CUST022842,Business Loan,710000,2024-08-11,A ogmdv dacw lg afxgje qgm lzsl lzw mhvslwv hgdauq ymavwdafwk zsnw twwf vakljatmlwv lg sdd vwhsjlewflk,276,853000.0
CUST085507,Loan Against Deposit,434000,2024-11-26,Q iu ezqbqvo bw nwttwe cx bpib bpmzm izm vw xmvlqvo qbmua jmnwzm bpm ktwaczm wn bpqa xpiam,169,521800.0
CUST087032,Personal Loan,398000,2025-04-01,Jr ner njnvgvat lbhe pbasvezngvba gung lbhe inyhnoyr srrqonpx vf funerq jvgu gur oebnqre znantrzrag grnz,43,478600.0
CUST004977,Travel Loan,116000,2024-05-30,Csy wlsyph hijmrmxipc nsmr ai gsyph kvef hmrriv wsqixmqi xlmw aiio erh gexgl yt tvstivpc,349,140200.0
CUST037563,Personal Loan,931000,2024-09-28,Ndj hwdjas stuxcxitan ydxc lt rdjas hipgi ldgzxcv dc iwpi egdytri xstp lt ydzts pqdji tpgaxtg,228,1118200.0
CUST092351,Credit Card Loan,473000,2025-02-09,Zxcsan ati bt zcdl iwpi iwtgt pgt cd etcsxcv xitbh qtudgt iwt radhjgt du iwxh ewpht,94,568600.0
CUST064171,Business Loan,556000,2024-06-05,Pdejgejc sa odkqhz sa ykqhz dwjc kqp xu pda xawyd xabkna ep capo ykhzan wcwej,343,668200.0
CUST049969,Credit Card Loan,17000,2024-06-13,Vrkgyk ju tuz nkyozgzk zu xkgin uaz zngz euax iussktzy gxk otiuxvuxgzkj otzu znk lotgr bkxyout ul znk gmxkksktz,335,21400.0
CUST061405,Education Loan,221000,2025-01-23,Wslhzl kv uva olzpahal av ylhjo vba aoha aol ylcpzlk jvuayhja alytz hyl ylcpldlk huk hjjlwalk,111,266200.0
CUST041645,Personal Loan,602000,2025-01-13,Wslhzl luzbyl aoha aoha aol zjolkbslk aptlspul mvy aol wyvqlja ylthpuz bujohunlk,121,723400.0
CUST025154,Auto Loan,63000,2024-05-31,Sgzmj xnt enq xntq zssdmshnm sgzs xntq bnlldmsr zqd hmbnqonqzsdc hmsn sgd ehmzk udqrhnm ne sgd zfqddldms,348,76600.0
CUST068018,Business Loan,638000,2024-05-12,Aydtbo buj cu adem jxqj jxu kftqjut febyso wkytubydui xqlu ruud tyijhyrkjut je qbb tufqhjcudji,367,920920.0
CUST032537,Auto Loan,259000,2024-11-19,Zh vkrxog duudqjh d phhwlqj wkdw wkhuh duh qr shqglqj lwhpv ehiruh wkh forvxuh ri wklv skdvh,176,311800.0
CUST071671,Personal Loan,425000,2024-07-04,Do rjpgy wz vrznjhz da rz xjpgy bj ji v nkjiovizjpn mjvy omdk rdocjpo hpxc kgviidib,314,511000.0
CUST072101,Credit Card Loan,651000,2024-07-28,Aydtbo buj cu adem jxqj jxuhu qhu de fudtydw yjuci ruvehu jxu sbeikhu ev jxyi fxqiu,290,782200.0
CUST003663,Loan Against Deposit,279000,2025-01-02,Ocadg yg ecp rncp uqogvjkpi yg eqwnf ejgem qwv vjcv pgy oqxkg aqw ogpvkqpgf ncuv oqpvj,132,335800.0
CUST029081,Personal Loan,956000,2024-12-02,Ep skqhz xa cnawphu wllnayewpaz eb pdwp ukqn ykiiajpo wna ejyknlknwpaz ejpk pda bejwh ranoekj kb pda wcnaaiajp,163,1148200.0
CUST073126,Education Loan,154000,2025-03-02,A xafsddq ygl laew lg ow ugmdv khwfv s dsrq Kmfvsq bmkl tafyw-osluzafy gdv kzgok,73,185800.0
CUST052322,Credit Card Loan,538000,2024-06-07,C qiofx fcey ni chzilg sio nbun nby chpicwy xynucfm uly willywnfs lyzfywnyx ch siol lywilxm,341,646600.0
CUST031717,Travel Loan,94000,2025-03-30,Q ewctl tqsm bw qvnwzu gwc bpib gwcz ditcijtm nmmljiks qa apizml eqbp bpm jzwilmz uiviomumvb bmiu,45,113800.0
CUST020381,Personal Loan,592000,2024-04-25,Ny mfx gjjs bfd ytt qtsl xnshj bj htzqi xujsi f qfed Xzsifd ozxy gnslj-bfyhmnsl tqi xmtbx,384,854680.0
CUST008152,Personal Loan,253000,2024-12-30,Cqoru mu sqd fbqd iecujxydw mu sekbt sxusa ekj jxqj dum celyu oek cudjyedut bqij cedjx,135,304600.0
CUST005733,Business Loan,689000,2024-05-07,Wh vog pssb kom hcc zcbu gwbqs ks qcizr uc cb o gdcbhobscig fcor hfwd kwhvcih aiqv dzobbwbu,372,994360.0
CUST053760,Loan Against Deposit,309000,2025-01-14,F xj tofqfkd ql cliilt rm qexq tb jxfkqxfk lmbk zljjrkfzxqflk arofkd qeb fjmibjbkqxqflk mbofla,120,371800.0
CUST077669,Top-Up Loan,147000,2025-02-05,B phnew ebdx mh bgyhkf rhn matm max niwtmxw ihebvr znbwxebgxl atox uxxg wblmkbunmxw mh tee wxitkmfxgml,98,177400.0
CUST021934,Auto Loan,74000,2024-12-19,Qbza dhualk av zhf dl jvbsk nv mvy h oprl pm aol dlhaoly zahfz nvvk,146,89800.0
CUST010834,Auto Loan,253000,2024-04-27,Rkz sk qtuc ol ck iuarj mu lux g noqk ol znk ckgznkx yzgey muuj,382,366520.0
CUST073660,Business Loan,166000,2024-06-17,N knsfqqd lty ynrj yt bj htzqi xujsi f qfed Xzsifd ozxy gnslj-bfyhmnsl tqi xmtbx,331,200200.0
CUST033577,Education Loan,990000,2025-04-12,Jcr kc ilmu gd uc amsjb em dmp y fgic gd rfc ucyrfcp qrywq emmb,32,1189000.0
CUST044890,Auto Loan,29000,2024-10-08,Echxfs fyn gy ehiq nbun uff wigjfcuhwy lykoclygyhnm bupy vyyh mowwymmzoffs gyn,218,35800.0
CUST053393,Loan Against Deposit,721000,2024-10-08,Jr ner njnvgvat lbhe pbasvezngvba gung jr znvagnva bcra pbzzhavpngvba qhevat gur vzcyrzragngvba crevbq,218,866200.0
CUST006234,Home Loan,630000,2024-09-17,Wklqnlqj zh vkrxog zh frxog vwduw zrunlqj rq wkdw surmhfw lghd zh mrnhg derxw hduolhu,239,757000.0
CUST065706,Business Loan,981000,2024-10-04,Zpv tipvme efgjojufmz kpjo xf dpvme tqfoe b mbaz Tvoebz kvtu cjohf-xbudijoh pme tipxt,222,1178200.0
CUST049572,Travel Loan,879000,2024-10-10,B tf pkbmbgz mh yheehp ni matm rhnk otentuex yxxwutvd bl latkxw pbma max ukhtwxk ftgtzxfxgm mxtf,216,1055800.0
CUST013399,Top-Up Loan,390000,2024-11-30,Wslhzl kv uva olzpahal av ylhjo vba aoha aol ylcpzlk jvuayhja alytz hyl ylcpldlk huk hjjlwalk,165,469000.0
CUST035125,Education Loan,917000,2025-03-28,Fn bqxdum jaajwpn j vnncrwp cqjc cqn anerbnm lxwcajlc cnavb jan anernfnm jwm jllnycnm,47,1101400.0
CUST063314,Medical Loan,495000,2024-10-18,Ocdifdib rz ncjpgy rz xjpgy cvib jpo wt ocz wzvxc wzajmz do bzon xjgyzm vbvdi,208,595000.0
CUST052986,Home Loan,449000,2024-05-19,Y qc mhyjydw je vebbem kf jxqj mu cqydjqyd efud secckdysqjyed tkhydw jxu ycfbucudjqjyed fuhyet,360,539800.0
CUST008472,Top-Up Loan,670000,2024-11-24,Lt htgxdjhan ctts id lt rdjas vd udg p wxzt xu iwt ltpiwtg hipnh vdds,171,805000.0
CUST070123,Loan Against Deposit,64000,2024-07-08,Kv yqwnf dg cyguqog kh yg eqwnf iq qp c urqpvcpgqwu tqcf vtkr ykvjqwv owej rncppkpi,310,77800.0
CUST062601,Education Loan,864000,2024-07-05,Nbchecha qy mbiofx qy wiofx mnuln qilecha ih nbun jlidywn cxyu qy dieyx uvion yulfcyl,313,1037800.0
CUST051066,Top-Up Loan,615000,2025-04-18,Fq tlria yb dobxqiv xmmobzfxqba fc qexq vlro sxirxyib cbbayxzh fp pexoba tfqe qeb yolxabo jxkxdbjbkq qbxj,26,739000.0
CUST073549,Home Loan,755000,2025-04-15,Ai evi eaemxmrk csyv gsrjmvqexmsr xlex xli mrzsmgi hixempw evi gsvvigxpc vijpigxih mr csyv vigsvhw,29,907000.0
CUST049224,Medical Loan,447000,2024-08-14,Jr frevbhfyl arrq gb jr pbhyq tb ba n fcbagnarbhf ebnq gevc jvgubhg zhpu cynaavat,273,537400.0
CUST033220,Top-Up Loan,374000,2025-02-13,Xf tfsjpvtmz offe up xf dpvme hsbc ejoofs tpnfujnf uijt xffl boe dbudi vq qspqfsmz,90,449800.0
CUST090311,Travel Loan,674000,2024-07-30,W kcizr zwys hc wbtcfa mci hvoh hvs fsjwgsr qcbhfoqh hsfag ofs fsjwsksr obr oqqsdhsr,288,809800.0
CUST053531,Travel Loan,497000,2024-09-29,T lx hctetyr ez qzwwzh fa esle esp aczupne opwtgpclmwpd lcp dfmxteepo mj esp fanzxtyr oplowtyp,227,597400.0
CUST025751,Travel Loan,992000,2024-12-19,Nv jyflcu riirexv r dvvkzex kyrk nv drzekrze fgve tfddleztrkzfe ulizex kyv zdgcvdvekrkzfe gvizfu,146,1191400.0
CUST012659,Top-Up Loan,458000,2024-06-08,Nby lykoymnyx xiwogyhnm bupy vyyh jlyjulyx uhx nbun siol wiggyhnm uly chwiljilunyx chni nby zchuf pylmcih iz nby ualyygyhn,340,550600.0
CUST078301,Loan Against Deposit,154000,2024-05-14,Hvwbywbu ks gvcizr ks qcizr qvsqy cih hvoh bsk acjws mci asbhwcbsr zogh acbhv,365,185800.0
CUST035364,Loan Against Deposit,943000,2024-06-29,Em izm ieiqbqvo gwcz kwvnqzuibqwv bpib em uiqvbiqv wxmv kwuucvqkibqwv lczqvo bpm quxtmumvbibqwv xmzqwl,319,1132600.0
CUST047520,Medical Loan,508000,2024-12-19,H ehmzkkx fns shld sn vd bntkc rszqs vnqjhmf nm sgzs oqnidbs hcdz vd injdc zants dzqkhdq,146,610600.0
CUST031912,Travel Loan,121000,2024-06-15,Nv jyflcu riirexv r dvvkzex kyrk kyviv riv ef gveuzex zkvdj svwfiv kyv tcfjliv fw kyzj gyrjv,333,146200.0
CUST083669,Medical Loan,525000,2024-09-12,Iwpcz ndj udg ndjg piitcixdc iwpi iwt egdytri staxktgpqath pgt hjqbxiits qn iwt jerdbxcv stpsaxct,244,631000.0
CUST018733,Auto Loan,83000,2024-05-09,Fbuqiu udikhu jxqj jxqj jxu ydleysu tujqybi qhu sehhusjbo huvbusjut yd oekh husehti,370,121720.0
CUST040463,Business Loan,517000,2025-01-09,N knsfqqd lty ynrj yt bj htzqi lt ts f xutsyfsjtzx wtfi ywnu bnymtzy rzhm uqfssnsl,125,621400.0
CUST014041,Auto Loan,409000,2025-04-05,F tlria ifhb ql fkcloj vlr qexq qeb rmaxqba mlifzv drfabifkbp exsb ybbk afpqofyrqba ql xii abmxoqjbkqp,39,491800.0
CUST043650,Loan Against Deposit,338000,2024-10-05,G umsjb jgic rm gldmpk wms rfyr rfc gltmgac bcrygjq ypc amppcarjw pcdjcarcb gl wmsp pcampbq,221,406600.0
CUST018786,Personal Loan,234000,2024-08-03,B phnew ebdx mh bgyhkf rhn matm max niwtmxw ihebvr znbwxebgxl atox uxxg wblmkbunmxw mh tee wxitkmfxgml,284,281800.0
CUST012921,Business Loan,396000,2024-04-25,Kgzvnz yj ijo czndovoz oj mzvxc jpo ocvo rz hvdiovdi jkzi xjhhpidxvodji ypmdib ocz dhkgzhziovodji kzmdjy,384,572440.0
CUST081021,Auto Loan,82000,2024-10-22,N btzqi qnpj yt nsktwr dtz ymfy dtzw afqzfgqj kjjigfhp nx xmfwji bnym ymj gwtfijw rfsfljrjsy yjfr,204,99400.0
CUST028394,Credit Card Loan,582000,2025-04-05,Zvokco oxcebo drkd drkd dro bofscon myxdbkmd dobwc kbo bofsogon kxn kmmozdon,39,699400.0
CUST044996,Medical Loan,492000,2024-12-14,L zrxog olnh wr lqirup brx wkdw brxu ydoxdeoh ihhgedfn lv vkduhg zlwk wkh eurdghu pdqdjhphqw whdp,151,591400.0
CUST075879,Credit Card Loan,506000,2024-06-25,Iextlx xglnkx matm matm maxkx tkx gh ixgwbgz bmxfl uxyhkx max vehlnkx hy mabl iatlx,323,608200.0
